ID,Y,X01,X02,X03,X04,X05,X06,X07,X08,X09,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20
NO15788,0,1,4,2,0,79,2239,40,385,82,0,0,33,65,575,1,0,36,0,2013,185
NO15789,0,55,2,2,1,125,1139,137,1108,136,9,0,29,26,227,0,20,146,0.0506,24,24
NO15790,0,141,22,10,1,218,2299,184,1282,251,16,0,23,89,336,0,0,324,0,113,113
NO15791,0,5,0,0,0,284,2706,123,1070,289,0,0,31,32,1616,1,0,1010,0,3440,2729
NO15792,0,2,1,1,0,34,109,40,104,37,0,0,21,42,214,0,23,131,0.0295,173,147
NO15793,0,11,18,6,0,131,376,74,367,145,0,0,22,54,109,0,0,92,0,274,204
NO15794,0,8,1,0,0,129,2472,79,677,133,0,1,28,47,330,2,0,208,0,860,476
NO15795,0,9,3,3,0,56,618,57,163,61,0,0,36,40,228,1,13,103,0.0304,291,255
NO15796,0,62,42,15,3,212,5179,188,1690,225,0,0,23,79,694,0,18,716,0.0082,165,165
NO15797,0,42,3,1,1,143,770,149,673,157,0,0,33,54,441,1,0,308,0,125,125
NO15798,0,3,0,0,0,21,35,24,24,25,1,0,26,53,201,6,0,222,0,21,21
NO15799,0,20,2,2,0,83,361,111,355,88,0,0,21,46,379,1,0,390,0,34,34
NO15800,0,45,2,2,3,174,582,97,578,196,0,0,47,32,928,1,2475,241,0.1442,433,115
NO15801,0,36,6,5,1,62,1387,84,289,69,0,0,20,71,298,0,0,282,0,307,66
NO15802,0,50,11,5,3,238,3048,207,1701,249,41,0,21,42,163,3,0,176,0,84,84
NO15803,1,275,181,63,4,291,3527,309,1740,354,1,0,40,107,242,0,36,247,0.0522,156,156
NO15804,0,60,11,2,0,137,2334,86,695,163,0,0,26,57,765,2,41,275,0.0201,82,82
NO15805,0,10,1,1,0,21,89,41,52,28,0,1,27,77,2442,0,0,2520,0,37,37
NO15806,0,3,0,0,1,67,342,30,228,70,0,0,36,31,685,0,24,743,0.0188,799,764
NO15807,0,81,11,5,1,117,1020,101,554,150,2,0,43,73,355,2,23,300,0.0354,54,47
NO15808,0,4,1,1,0,53,5520,67,497,56,0,1,25,39,405,0,12,339,0.0142,472,282
NO15809,0,24,20,8,0,73,475,67,370,88,1,0,26,26,408,0,0,416,0,106,106
NO15810,1,339,18,6,14,183,1785,252,1221,249,5,0,26,125,264,0,20,271,0.0074,1278,334
NO15811,0,55,2,1,2,239,1018,240,941,282,1,0,26,52,554,1,0,616,0,168,168
NO15812,0,99,16,11,5,212,4783,148,1145,251,1,0,21,118,792,0,0,289,0,1074,230
NO15813,0,52,21,7,1,142,3156,82,438,175,0,0,30,59,588,2,0,214,0,2432,698
NO15814,0,0,0,0,0,5,11,11,11,5,0,0,31,76,713,1,0,737,0,259,258
NO15815,0,1,1,1,1,26,101,20,40,31,1,0,30,74,725,0,25,728,0.0124,1027,274
NO15816,0,102,8,6,1,129,5579,87,689,174,1,0,21,53,1521,1,0,1647,0,168,25
NO15817,0,34,17,7,0,176,6920,219,1177,185,1,0,25,46,620,2,0,615,0,323,157
NO15818,0,85,16,11,4,247,3543,310,2476,288,0,0,23,43,481,1,0,512,0,364,334
NO15819,0,3,6,3,0,19,198,17,91,25,0,0,27,48,353,1,0,299,0,125,125
NO15820,0,109,12,7,6,170,1285,288,1262,203,0,0,25,76,767,0,0,786,0,112,112
NO15821,0,1,0,0,0,9,15,15,15,10,0,0,27,39,235,2,14,214,0.0366,227,109
NO15822,0,7,6,3,2,26,113,44,44,35,0,0,24,15,155,2,93,19,0.0964,17,17
NO15823,0,10,7,2,1,106,2772,87,562,117,1,0,24,64,559,0,0,566,0,823,463
NO15824,0,121,29,8,3,179,2276,138,658,201,0,0,37,24,1285,1,42,1379,0.0087,47,47
NO15825,0,4,3,2,1,109,1178,77,440,111,0,2,28,103,230,1,0,117,0,82,81
NO15826,0,35,0,0,1,73,157,36,142,107,0,0,37,27,449,0,0,141,0,127,127
NO15827,0,49,4,3,1,161,977,146,930,198,0,1,21,25,387,4,34,60,0.0299,105,53
NO15828,0,72,2,1,1,145,756,63,601,197,0,1,27,47,496,2,0,93,0,139,59
NO15829,0,13,0,0,0,42,326,67,143,50,0,2,28,62,422,1,14,426,0.0112,380,79
NO15830,0,46,6,1,1,117,1392,84,564,137,2,1,31,69,195,1,31,164,0.0693,433,237
NO15831,0,17,3,2,0,47,136,62,115,53,0,0,35,107,167,1,0,166,0,130,18
NO15832,0,43,11,5,5,139,2653,170,775,154,0,0,31,38,321,0,63,336,0.0804,316,87
NO15833,0,144,16,7,4,236,1103,179,924,300,4,0,21,87,1099,0,0,1173,0,59,59
NO15834,0,1,0,0,0,7,36,1,7,8,0,1,28,40,311,0,0,307,0,56,20
NO15835,0,0,0,0,0,1,1,1,1,1,0,0,30,87,269,3,0,8,0,159,159
NO15836,0,3,0,0,0,30,290,39,110,33,0,2,24,63,314,4,0,331,0,805,142
NO15837,1,493,87,36,35,388,2743,529,2398,513,0,1,22,138,1074,0,0,1097,0,1023,143
NO15838,0,7,6,3,2,37,348,42,258,40,9,0,31,55,476,1,0,41,0,350,256
NO15839,0,17,5,3,0,78,2129,81,497,86,11,0,23,67,406,2,0,349,0,117,18
NO15840,0,4,0,0,0,19,304,42,108,23,0,0,36,52,401,0,0,21,0,199,116
NO15841,0,9,8,0,1,35,322,22,84,42,0,0,21,150,519,0,74,508,0.0397,1666,355
NO15842,0,234,48,26,20,180,2423,411,1438,225,9,0,28,72,405,0,0,424,0,231,9
NO15843,0,79,15,7,1,95,667,71,454,122,3,0,31,51,164,2,0,170,0,422,347
NO15844,0,115,5,5,1,258,6252,124,1241,332,0,0,36,21,1182,1,38,1210,0.0139,624,110
NO15845,0,24,6,3,1,50,422,141,304,63,0,0,31,33,1079,3,0,1134,0,28,28
NO15846,0,14,1,1,0,41,1511,192,1024,47,0,0,44,71,758,0,12,770,0.0073,76,42
NO15847,0,54,46,8,0,149,11351,480,3723,173,0,0,35,57,1037,0,0,1050,0,470,330
NO15848,0,14,1,1,2,109,581,130,518,119,3,0,22,40,427,1,1,445,0.0022,161,161
NO15849,0,116,30,9,2,147,3556,124,1049,165,0,0,21,55,221,0,0,74,0,102,32
NO15850,0,38,15,6,1,125,960,150,784,131,0,0,27,45,1380,1,0,231,0,865,865
NO15851,0,4,2,1,0,28,86,32,71,30,0,0,47,18,774,1,112,808,0.0545,114,114
NO15852,0,1,0,0,0,44,253,58,119,45,0,0,24,56,818,1,0,851,0,539,471
NO15853,0,94,6,3,0,160,2187,115,546,212,0,0,26,71,336,2,1,157,0.0027,983,82
NO15854,0,15,0,0,1,22,70,55,69,32,0,0,35,20,57,2,0,52,0,6,6
NO15855,0,77,5,4,0,105,645,55,519,121,1,0,36,27,236,1,9,240,0.029,19,19
NO15856,0,87,2,2,5,104,708,75,302,132,0,0,21,26,230,0,16,4,0.0407,27,20
NO15857,0,7,0,0,0,18,38,36,36,24,0,0,33,40,167,0,0,191,0,16,16
NO15858,0,24,2,2,1,57,108,45,106,82,0,0,29,40,579,1,0,622,0,527,527
NO15859,0,24,4,4,5,100,3289,46,638,112,0,0,21,62,984,0,0,1834,0,209,57
NO15860,0,4,0,0,0,22,41,41,41,26,0,0,32,57,543,0,5,542,0.005,28,7
NO15861,0,44,37,14,2,179,2808,104,804,192,0,0,26,81,505,4,0,562,0,319,194
NO15862,0,16,0,0,0,60,473,203,431,63,67,0,25,30,179,0,31,163,0.0446,6,6
NO15863,0,58,5,5,3,68,379,363,378,80,0,0,26,94,111,0,0,123,0,1,1
NO15864,0,103,19,7,0,166,570,74,552,203,2,0,27,50,135,1,0,93,0,106,98
NO15865,1,340,107,20,9,262,5029,351,2299,302,5,0,32,44,1467,2,18,1509,0.0066,83,81
NO15866,0,7,0,0,0,9,79,37,40,15,0,0,42,59,361,0,1,99,0.0026,712,407
NO15867,0,11,5,3,2,23,117,52,78,30,6,0,37,31,718,0,14,444,0.0106,820,157
NO15868,0,129,45,11,1,163,2166,160,686,195,3,1,24,29,360,0,2,303,0.0025,1250,358
NO15869,0,0,0,0,0,0,12,0,0,0,0,0,21,17,956,0,0,21,0,17,0
NO15870,0,110,44,4,2,178,2419,80,729,212,0,2,31,103,418,0,0,295,0,710,464
NO15871,0,62,13,6,1,128,787,162,781,157,0,0,21,91,529,3,0,546,0,412,412
NO15872,0,33,15,4,0,209,2190,92,994,221,5,0,27,70,933,3,0,442,0,196,196
NO15873,0,16,8,3,1,29,331,30,131,34,0,0,23,72,62,2,0,55,0,1065,817
NO15874,0,6,0,0,1,21,67,34,41,26,0,1,24,60,396,0,0,163,0,1161,197
NO15875,0,3,0,0,0,35,569,245,245,38,0,0,22,24,478,3,0,510,0,120,120
NO15876,0,8,0,0,3,25,105,33,67,29,0,0,28,55,749,0,6,50,0.0052,1119,478
NO15877,0,36,9,5,0,141,1905,129,638,163,0,0,23,42,327,0,17,283,0.021,165,165
NO15878,0,117,3,2,0,244,849,81,686,324,2,1,31,36,244,2,55,278,0.0683,239,96
NO15879,1,414,52,13,14,291,3770,405,1764,351,2,0,21,125,1330,0,0,427,0,510,201
NO15880,0,20,5,1,0,27,84,72,73,40,1,0,25,41,157,8,1,186,0.0054,7,7
NO15881,0,3,2,2,0,25,56,32,33,30,1,0,30,59,118,0,0,138,0,20,20
NO15882,0,12,2,2,1,14,51,48,48,26,0,0,33,45,336,0,0,341,0,,
NO15883,0,35,15,6,2,156,1363,116,905,168,10,2,26,69,116,0,0,119,0,214,214
NO15884,0,12,2,1,2,35,541,24,123,43,0,1,28,52,304,4,9,245,0.0164,2,2
NO15885,0,194,55,16,6,239,5605,249,1681,302,17,0,21,56,604,1,10,182,0.0092,129,129
NO15886,0,162,75,29,2,249,2759,322,995,311,1,0,25,111,683,3,0,663,0,2019,197
NO15887,0,2,0,0,0,20,41,41,41,22,0,2,25,50,249,0,0,275,0,152,152
NO15888,0,11,1,1,0,70,1657,180,935,79,2,0,21,19,444,1,100,210,0.0022,402,181
NO15889,0,1,1,1,1,5,73,7,8,7,0,1,30,78,963,1,0,973,0,463,36
NO15890,0,19,6,2,2,105,495,28,375,118,0,0,33,32,205,2,33,204,0.0381,,
NO15891,0,0,4,3,0,114,678,88,638,116,0,0,25,26,649,1,14,648,0.012,9,9
NO15892,0,9,7,3,0,25,89,45,86,29,0,0,42,36,809,1,33,870,0.0287,1528,57
NO15893,0,90,7,2,0,153,970,238,914,208,0,1,21,68,200,0,0,205,0,93,93
NO15894,0,20,4,2,3,52,237,69,233,61,2,0,25,40,362,0,12,331,0.0146,468,173
NO15895,0,0,0,0,0,29,110,27,83,29,0,0,23,42,205,0,0,91,0,646,91
NO15896,0,42,3,3,0,75,213,78,209,109,0,0,29,39,88,2,0,90,0,12,12
NO15897,0,21,0,0,4,43,91,54,86,54,0,0,30,32,421,0,0,402,0,1881,1167
NO15898,0,69,60,13,1,99,399,169,364,123,0,0,25,47,87,1,74,93,0.129,123,123
NO15899,0,40,7,4,3,53,194,166,193,74,1,1,35,23,559,1,47,584,0.0277,1085,584
NO15900,0,0,2,0,0,8,174,8,8,8,0,1,27,14,182,1,0,22,0,308,62
NO15901,0,1,1,1,0,7,15,15,15,9,0,0,29,33,194,2,0,201,0,125,125
NO15902,0,22,5,3,1,67,164,139,150,82,0,0,21,68,323,4,0,130,0,4892,1343
NO15903,0,14,0,0,0,34,576,108,165,48,0,0,39,59,536,0,21,579,0.0172,,
NO15904,0,14,1,1,0,55,210,105,205,66,1,0,36,40,616,6,0,195,0,848,848
NO15905,0,9,4,3,0,66,170,25,121,74,0,0,32,53,369,0,0,395,0,98,98
NO15906,0,40,3,3,1,114,1827,93,566,138,0,0,20,73,470,0,0,413,0,727,437
NO15907,0,204,25,11,10,159,1345,445,1326,192,35,1,35,46,747,3,19,448,0.0139,915,163
NO15908,0,66,0,0,3,216,573,164,540,254,20,0,30,51,507,1,0,482,0,2721,1416
NO15909,0,0,2,2,0,42,663,35,308,45,1,1,36,30,204,0,10,66,0.0374,49,40
NO15910,0,53,3,1,4,104,1037,141,470,114,0,0,41,40,426,0,18,387,0.023,51,42
NO15911,0,15,0,0,0,37,72,40,59,51,0,0,34,47,404,1,74,82,0.0495,721,333
NO15912,0,7,16,2,1,73,958,21,326,80,0,0,34,18,252,2,0,248,0,69,56
NO15913,1,318,10,7,19,287,1597,167,1178,465,7,0,30,93,262,2,45,278,0.0576,483,202
NO15914,0,28,3,2,3,174,1541,128,809,187,0,0,49,104,1984,0,0,2050,0,117,116
NO15915,0,6,3,1,1,65,839,69,307,70,0,0,20,57,401,2,0,366,0,317,317
NO15916,0,78,16,13,1,184,3041,195,1285,225,0,0,21,96,120,0,0,22,0,184,130
NO15917,0,38,0,0,2,17,1025,293,822,20,0,0,38,93,298,10,0,322,0,1446,1445
NO15918,0,73,11,9,2,134,837,81,511,157,0,0,25,58,411,0,0,443,0,563,563
NO15919,0,22,9,2,1,26,154,40,97,35,0,0,22,45,377,1,0,384,0,357,138
NO15920,0,58,3,3,1,179,774,77,445,223,1,1,44,52,473,0,122,446,0.0412,1857,286
NO15921,0,71,19,11,1,157,2165,198,1256,178,0,0,36,84,588,2,15,378,0.0036,211,39
NO15922,0,143,3,2,7,85,539,322,537,118,0,0,21,47,258,3,0,55,0,11,11
NO15923,0,17,6,2,1,82,514,38,301,89,2,0,27,40,775,1,3,835,0.0012,1655,171
NO15924,0,8,2,2,0,38,308,66,72,44,0,0,39,80,370,1,0,251,0,191,102
NO15925,0,161,105,40,9,239,3738,243,1326,289,1,0,30,60,165,0,0,191,0,124,26
NO15926,0,78,24,8,3,109,1147,119,718,124,0,1,21,70,469,2,0,26,0,431,91
NO15927,0,5,0,0,1,8,15,15,15,13,0,0,40,32,439,0,20,79,0.014,12,12
NO15928,0,34,13,4,2,150,1409,263,1213,164,0,0,30,48,541,0,55,581,0.0217,38,38
NO15929,0,9,8,3,0,117,1959,491,1408,120,0,0,23,41,616,0,17,656,0.0152,645,322
NO15930,0,28,15,6,2,141,8101,200,1792,161,0,0,25,104,406,2,0,424,0,235,22
NO15931,0,38,5,4,0,168,6285,235,1310,188,0,0,25,65,477,0,0,567,0,834,403
NO15932,0,3,0,0,0,13,18,9,17,14,0,0,37,65,1346,3,0,366,0,250,250
NO15933,0,79,11,5,1,188,3577,114,758,234,0,1,30,81,905,1,0,632,0,2388,1001
NO15934,0,6,7,2,0,32,889,23,228,36,0,0,31,34,538,0,0,72,0,1101,570
NO15935,0,4,3,2,0,22,814,90,535,27,0,0,24,42,167,2,0,171,0,214,214
NO15936,0,0,0,0,0,13,23,23,23,13,1,0,43,18,153,1,0,8,0,24,24
NO15937,0,55,5,5,7,98,926,191,560,136,2,0,29,28,289,0,100,139,0.0969,82,54
NO15938,0,5,3,1,1,108,3443,74,954,113,0,0,21,36,671,0,0,270,0,604,79
NO15939,0,142,67,22,10,200,4150,584,1754,228,11,0,25,32,169,0,2,178,0.0109,26,26
NO15940,0,11,2,2,1,81,249,145,245,88,0,0,21,85,403,1,0,425,0,598,596
NO15941,0,3,0,0,0,10,73,43,61,13,0,0,21,30,224,3,55,232,0.0496,162,109
NO15942,0,7,2,2,2,19,66,33,36,23,0,1,41,49,163,0,12,173,0.0339,108,37
NO15943,0,13,0,0,1,66,260,97,249,76,2,0,40,62,108,5,0,71,0,139,133
NO15944,0,12,0,0,0,66,403,36,249,72,5,1,36,70,730,2,22,714,0.0146,866,133
NO15945,0,74,15,10,3,116,991,154,641,148,14,0,25,75,266,1,5,291,0.0137,28,19
NO15946,0,41,3,3,1,156,942,172,933,172,0,0,31,48,216,0,21,247,0.0283,201,201
NO15947,0,1,0,0,0,22,74,57,72,23,3,0,26,20,217,0,0,224,0,45,45
NO15948,0,7,0,0,0,6,46,12,46,10,0,0,34,29,496,1,5,508,0.0059,,
NO15949,0,249,55,16,9,298,4563,197,1800,392,4,0,26,149,307,1,0,343,0,827,571
NO15950,0,0,0,0,0,6,10,10,10,6,0,0,31,18,423,3,13,448,0.0179,71,71
NO15951,0,0,0,0,0,11,16,14,14,11,0,0,27,21,171,0,37,21,0.0514,5,5
NO15952,0,63,1,1,0,180,363,30,283,245,1,0,41,25,406,0,20,50,0.0153,118,73
NO15953,1,516,204,41,33,329,6326,732,2793,389,2,0,21,118,433,2,0,20,0,1356,553
NO15954,0,100,85,23,0,123,823,52,519,154,0,0,45,35,333,0,5,234,0.0059,139,93
NO15955,0,79,6,4,10,71,1262,127,452,88,1,0,33,81,847,4,39,849,0.0199,745,359
NO15956,0,47,0,0,0,115,310,104,290,153,0,0,26,25,590,0,70,614,0.0293,193,193
NO15957,0,24,2,2,0,62,855,60,323,85,0,0,23,29,146,0,0,149,0,16,13
NO15958,0,35,71,3,0,221,5390,96,743,226,0,0,38,102,1459,1,0,1293,0,730,78
NO15959,1,382,62,28,8,333,3007,405,2383,486,72,0,34,30,303,0,0,127,0,48,48
NO15960,0,59,5,3,2,88,742,132,207,130,0,1,21,78,290,0,39,250,0.0275,1233,464
NO15961,0,41,5,2,0,126,948,44,307,154,0,1,21,78,862,1,0,603,0,698,248
NO15962,0,75,29,15,6,249,5343,115,834,288,0,0,31,41,476,1,0,487,0,474,474
NO15963,0,28,0,0,1,52,319,104,287,71,1,0,26,35,500,0,24,28,0.0107,3409,514
NO15964,0,14,1,1,0,97,834,53,259,101,0,0,35,136,1357,0,21,1405,0.005,125,125
NO15965,0,17,3,2,0,39,88,87,87,51,0,0,21,111,370,2,0,27,0,620,235
NO15966,0,13,4,3,1,67,271,69,244,73,0,0,27,62,306,1,0,37,0,308,308
NO15967,0,90,18,11,2,129,1019,73,742,145,1,0,25,59,597,0,0,511,0,65,65
NO15968,0,31,0,0,0,100,699,62,460,101,0,1,36,50,351,4,0,237,0,327,323
NO15969,0,1,0,0,2,53,186,58,115,56,0,0,31,76,56,2,0,41,0,72,72
NO15970,0,1,0,0,0,29,64,35,53,30,0,0,26,43,287,0,0,349,0,86,86
NO15971,0,7,5,3,0,21,114,12,83,23,0,0,36,74,1341,1,0,1389,0,541,541
NO15972,0,165,8,5,4,222,3705,129,878,299,0,0,38,76,544,1,66,177,0.0208,971,230
NO15973,0,4,0,0,2,33,154,103,121,36,3,0,23,31,286,2,0,306,0,139,139
NO15974,0,22,7,2,2,180,1904,77,879,192,0,0,30,51,453,1,109,467,0.0468,72,35
NO15975,0,7,0,0,0,13,24,21,24,19,0,0,39,13,633,1,31,407,0.0387,,
NO15976,0,9,4,2,1,27,88,14,76,35,0,0,40,35,254,6,0,29,0,38,35
NO15977,0,62,15,5,0,113,798,129,555,123,0,1,25,89,571,1,0,489,0,411,202
NO15978,0,0,0,0,0,4,22,21,21,4,0,0,44,50,528,1,0,190,0,580,580
NO15979,0,17,1,1,1,127,1683,104,462,137,0,0,21,41,359,3,33,271,0.0239,762,391
NO15980,0,49,13,8,1,59,545,109,365,91,2,0,39,70,217,5,0,231,0,72,72
NO15981,0,7,4,3,0,112,455,93,449,114,0,2,36,59,645,1,0,469,0,2,0
NO15982,0,3,0,0,0,23,137,34,121,26,0,0,28,70,580,0,0,606,0,246,167
NO15983,0,176,41,12,2,315,2900,280,1853,349,1,0,22,100,786,0,0,905,0,706,706
NO15984,0,71,2,1,2,315,2485,226,1180,323,0,1,22,64,848,0,0,896,0,251,150
NO15985,0,32,4,4,5,78,462,148,299,106,1,0,23,71,112,0,0,115,0,359,359
NO15986,0,0,0,0,0,5,57,16,34,5,0,1,42,87,993,0,0,21,0,149,64
NO15987,0,14,25,1,0,59,778,53,281,64,0,0,45,21,414,3,15,165,0.0185,694,66
NO15988,0,12,1,1,0,96,572,165,561,103,0,0,25,35,257,0,0,257,0,208,208
NO15989,0,12,5,2,0,51,155,17,149,56,0,1,39,34,303,0,0,143,0,125,125
NO15990,0,1,6,2,0,52,212,39,119,54,0,0,30,82,1032,1,5,403,0.0047,744,150
NO15991,0,83,33,10,6,171,1794,213,1063,203,3,0,30,72,461,3,0,360,0,238,22
NO15992,0,1,0,0,0,7,175,17,99,9,1,0,45,27,1313,1,10,760,0.0036,13,13
NO15993,0,0,0,0,0,1,3,1,1,1,0,0,27,32,462,1,50,378,0.0299,57,57
NO15994,0,70,15,5,1,126,940,102,393,167,1,0,28,72,259,2,7,280,0.0071,219,178
NO15995,0,92,59,11,3,186,2224,321,1363,212,0,0,26,64,325,7,0,347,0,576,576
NO15996,0,102,31,6,0,150,2507,107,659,207,0,0,30,111,490,0,0,526,0,918,382
NO15997,0,36,18,9,1,134,11792,355,1560,144,17,0,22,123,774,1,0,797,0,493,169
NO15998,0,158,22,7,3,201,2534,122,814,275,0,0,32,79,908,0,4,580,0.0021,746,250
NO15999,0,74,28,10,4,95,1211,139,605,121,16,0,29,129,406,8,0,377,0,2753,289
NO16000,0,44,4,4,6,76,266,86,178,101,0,0,30,32,913,2,0,934,0,485,428
NO16001,0,17,0,0,1,28,60,55,60,39,0,0,27,33,434,0,78,103,0.0556,1061,118
NO16002,0,4,0,0,0,4,10,6,7,8,0,0,37,49,416,1,0,43,0,38,30
NO16003,0,6,2,2,0,42,148,53,142,49,0,0,37,50,54,8,0,68,0,337,336
NO16004,0,12,22,5,0,91,1833,58,386,101,0,0,27,63,352,0,0,309,0,497,363
NO16005,0,86,1,1,0,128,326,67,323,194,0,0,30,25,213,0,43,99,0.063,148,60
NO16006,0,12,1,1,1,32,139,78,103,39,0,0,21,48,266,0,0,104,0,379,373
NO16007,0,4,1,1,0,13,37,32,36,17,0,,28,,,,,,,,
NO16008,0,0,0,0,0,2,3,1,2,2,0,0,38,52,96,0,0,97,0,139,139
NO16009,0,63,8,4,1,164,3905,147,462,211,0,0,24,82,728,0,56,799,0.0313,683,311
NO16010,0,85,20,13,9,120,305,255,294,194,0,0,29,63,164,1,0,169,0,260,260
NO16011,0,1,1,1,0,12,1465,9,12,14,0,0,29,66,247,3,0,53,0,1978,349
NO16012,0,111,55,22,2,162,1138,97,884,200,2,0,27,42,1802,2,25,1187,0.0064,139,139
NO16013,1,276,52,23,7,297,1448,223,1065,417,2,0,32,60,749,0,0,839,0,,
NO16014,0,127,46,19,1,286,2297,332,1111,352,0,0,25,39,229,0,0,241,0,42,42
NO16015,0,43,6,2,1,58,886,65,215,59,4,0,27,17,1199,1,12,148,0.0084,1450,667
NO16016,0,6,4,3,1,18,54,54,54,21,0,0,35,38,575,1,0,414,0,33,33
NO16017,0,105,15,4,5,165,2397,152,861,204,1,0,28,24,269,0,16,296,0.0236,16,16
NO16018,0,73,15,8,3,160,1453,168,733,191,0,0,28,87,175,1,556,148,0.2111,385,233
NO16019,0,189,86,21,10,227,3048,257,1131,309,51,0,27,114,2732,3,0,2597,0,2901,586
NO16020,0,53,14,8,0,138,767,89,572,167,0,0,26,40,162,0,0,165,0,200,200
NO16021,0,15,1,1,0,84,308,106,236,96,0,0,24,76,180,1,12,43,0.0323,164,127
NO16022,0,96,15,5,7,131,826,65,352,179,0,1,38,64,412,0,29,447,0.0133,633,195
NO16023,0,44,8,3,2,155,649,112,634,173,0,1,35,31,192,0,0,147,0,13,13
NO16024,0,1,1,1,0,44,2251,63,92,46,0,0,27,57,299,0,18,284,0.0335,2033,24
NO16025,0,39,5,5,1,157,394,132,381,184,5,1,26,29,178,2,5,180,0.0167,174,174
NO16026,0,53,4,1,3,97,2567,76,456,111,1,0,36,42,353,0,18,64,0.0272,778,275
NO16027,0,8,0,0,0,51,140,133,133,54,9,0,31,51,322,1,14,404,0.0198,211,211
NO16028,0,58,7,6,3,91,289,261,282,127,0,0,25,21,693,0,4,128,0.0037,106,43
NO16029,0,63,34,9,1,154,2690,137,880,165,0,0,28,57,733,2,63,743,0.0195,363,196
NO16030,1,276,26,15,5,273,1462,309,1450,363,2,1,23,64,317,0,0,387,0,203,203
NO16031,0,12,0,0,1,41,141,34,140,45,0,0,27,35,331,2,4,262,0.0086,702,183
NO16032,0,9,2,2,0,24,89,32,70,32,0,0,43,35,412,1,21,259,0.0253,707,219
NO16033,1,614,250,24,38,252,12309,1021,5751,332,48,0,40,127,1234,5,0,1411,0,6534,36
NO16034,0,8,0,0,0,65,1191,62,301,67,0,1,45,55,383,0,0,274,0,1069,181
NO16035,0,37,0,0,0,61,148,79,112,91,1,0,43,42,135,0,5,197,0.0152,129,111
NO16036,0,4,3,3,0,41,124,34,101,43,0,1,21,52,177,3,7,103,0.0269,259,195
NO16037,0,15,8,5,2,103,1559,48,216,115,1,0,24,90,79,1,0,50,0,114,79
NO16038,0,29,1,1,5,43,223,116,163,61,0,0,25,56,119,1,6,67,0.02,52,52
NO16039,0,92,30,10,1,167,682,170,677,220,0,0,30,59,603,2,0,658,0,97,73
NO16040,0,87,13,8,0,262,2487,196,1895,287,2,0,22,36,552,0,9,461,0.0095,42,42
NO16041,0,14,7,5,0,45,1845,62,1219,49,0,0,23,47,161,1,63,149,0.0719,102,102
NO16042,0,13,5,2,0,54,267,99,266,59,0,0,28,47,152,2,13,71,0.0256,53,37
NO16043,0,42,11,4,5,65,332,83,214,77,0,0,31,95,595,2,0,631,0,400,338
NO16044,0,32,10,7,1,59,227,152,223,74,4,0,34,57,347,2,0,380,0,266,224
NO16045,0,125,13,4,0,201,3614,102,743,293,1,1,25,41,398,1,43,420,0.0345,143,61
NO16046,0,72,9,6,10,87,548,270,540,119,52,0,31,76,654,2,0,700,0,1,1
NO16047,0,0,0,0,0,52,159,16,100,52,0,0,33,50,303,1,4,37,0.0031,32,32
NO16048,0,40,5,4,0,66,200,153,197,95,0,2,22,115,485,1,0,138,0,607,508
NO16049,0,7,6,4,0,67,187,12,123,78,0,0,28,32,592,0,0,658,0,13,10
NO16050,0,7,3,1,1,61,765,18,311,64,0,0,20,35,247,3,50,216,0.0362,327,320
NO16051,0,20,7,1,0,93,1604,141,726,95,22,0,23,61,182,0,0,193,0,857,453
NO16052,0,66,5,3,1,167,1026,105,683,202,0,2,36,46,117,2,0,179,0,66,64
NO16053,0,3,0,0,1,45,139,73,120,46,0,0,40,86,279,1,2,240,0.0069,499,203
NO16054,0,12,4,3,2,22,197,69,188,33,0,1,31,71,1742,0,49,378,0.0118,305,110
NO16055,0,77,22,7,1,77,676,43,308,92,0,0,33,27,389,1,25,220,0.0144,203,60
NO16056,0,30,2,2,2,87,2839,70,972,99,1,0,26,37,388,1,0,252,0,275,208
NO16057,0,114,24,15,5,226,1027,92,771,306,1,0,23,62,110,0,8,111,0.0268,174,173
NO16058,0,5,0,0,0,56,2546,105,476,60,0,0,20,67,591,4,23,663,0.0226,177,26
NO16059,1,333,131,42,29,244,6887,709,3673,290,0,1,26,180,739,1,0,34,0,517,269
NO16060,0,15,10,3,1,19,190,21,96,25,0,1,33,32,90,4,0,18,0,151,129
NO16061,0,1,0,0,0,11,32,5,22,12,0,0,31,27,230,1,106,203,0.1446,38,7
NO16062,0,11,1,1,0,42,75,17,74,51,0,0,46,21,104,1,31,16,0.0943,,
NO16063,0,5,0,0,0,9,85,6,27,13,0,0,25,70,363,1,10,54,0.0124,1462,61
NO16064,0,3,0,0,0,10,23,20,20,11,0,0,37,65,202,1,0,214,0,46,46
NO16065,0,16,8,4,0,46,97,92,94,59,0,1,22,67,543,2,1,574,0.0017,73,73
NO16066,0,36,6,2,0,115,2454,63,408,128,0,0,28,43,710,2,0,613,0,2104,296
NO16067,0,1,0,0,0,41,209,46,76,42,1,0,29,19,1099,1,20,1129,0.0069,171,171
NO16068,0,3,0,0,0,31,165,81,112,34,0,0,20,34,567,0,16,527,0.0138,85,30
NO16069,0,1,0,0,0,87,2918,40,466,87,0,0,24,54,560,9,1,561,0.0017,1337,486
NO16070,0,16,0,0,1,180,818,97,571,188,3,0,27,45,502,1,0,472,0,516,516
NO16071,0,0,1,1,0,14,21,6,18,16,0,0,38,42,87,2,0,89,0,42,41
