custid,low_volume_percent,middle_volume_percent,take_amount_in_later_12_month_highest,trans_amount_increase_rate_lately,trans_activity_month,trans_activity_day,transd_mcc,trans_days_interval_filter,trans_days_interval,regional_mobility,student_feature,repayment_capability,is_high_user,number_of_trans_from_2011,first_transaction_time,historical_trans_amount,historical_trans_day,rank_trad_1_month,trans_amount_3_month,avg_consume_less_12_valid_month,abs,top_trans_count_last_1_month,avg_price_last_12_month,avg_price_top_last_12_valid_month,reg_preference_for_trad,trans_top_time_last_1_month,trans_top_time_last_6_month,consume_top_time_last_1_month,consume_top_time_last_6_month,cross_consume_count_last_1_month,trans_fail_top_count_enum_last_1_month,trans_fail_top_count_enum_last_6_month,trans_fail_top_count_enum_last_12_month,consume_mini_time_last_1_month,max_cumulative_consume_later_1_month,max_consume_count_later_6_month,railway_consume_count_last_12_month,pawns_auctions_trusts_consume_last_1_month,pawns_auctions_trusts_consume_last_6_month,jewelry_consume_count_last_6_month,first_transaction_day,trans_day_last_12_month,apply_score,apply_credibility,query_org_count,query_finance_count,query_cash_count,query_sum_count,latest_query_time,latest_one_month_apply,latest_three_month_apply,latest_six_month_apply,loans_score,loans_credibility_behavior,loans_count,loans_settle_count,loans_overdue_count,loans_org_count_behavior,consfin_org_count_behavior,loans_cash_count,latest_one_month_loan,latest_three_month_loan,latest_six_month_loan,history_suc_fee,history_fail_fee,latest_one_month_suc,latest_one_month_fail,loans_long_time,loans_latest_time,loans_credit_limit,loans_credibility_limit,loans_org_count_current,loans_product_count,loans_max_limit,loans_avg_limit,consfin_credit_limit,consfin_credibility,consfin_org_count_current,consfin_product_count,consfin_max_limit,consfin_avg_limit,latest_query_day,loans_latest_day,status
2604854,0.1,0.9,1800,4.76,1,0.195,8,21,17,1,0,9560,0,8,20170428,16020,47,1,0,5,310,1,590,0.65,3,0,21,0,21,0,0,2,2,0,0,2,0,0,3290,0,388,174,543,77,7,5,2,10,43204,0,3,6,494,76,19,18,0,7,3,3,0,0,4,34,0,0,0,360,43223,2100,74,3,3,2300,0,0,78,3,3,20400,0,23,4,1
358174,0.01,0.75,1000,3.41,0.45,0.333,23,23,10,3,1,7070,0,27,20130331,376620,198,0.45,36180,5,5960,0.3,2000,0.4,1,9,19,9,19,0,1,7,7,0,1530,6,0,0,11420,0,1877,84,548,75,18,11,5,25,43224,4,13,24,517,75,26,25,1,9,4,5,1,6,15,28,3,1,0,356,43222,4000,71,5,5,6600,3220,32900,79,4,4,79200,31575,3,5,0
2398782,0.01,0.99,100,0.45,0.9,0.302,18,30,30,3,1,15560,0,27,20150930,113280,182,0.4,11760,7,3730,0.15,860,0.6,1,23,23,23,23,0,1,9,9,0,2590,4,0,70,8140,0,964,82,592,77,21,9,10,22,43222,5,13,16,569,74,41,35,3,14,3,11,1,2,15,35,17,1,1,352,43212,2200,73,11,12,2700,1863,5100,78,3,3,8400,4733,5,15,1
937718,0.14,0.86,0,0.93,0.95,0.318,14,85,38,2,0,67700,0,35,20150228,6250,259,1,200,8,28950,1,230,0.85,4,0,37,0,37,0,0,3,3,0,0,2,0,0,0,0,1178,100,645,74,8,5,3,13,43209,3,4,9,613,76,30,25,0,10,5,5,1,4,8,34,15,0,1,356,43210,3100,75,5,5,8900,2760,4800,81,5,5,7800,4160,15,14,0
1907603,0.01,0.95,2500,6.04,0.71,0.602,22,10,8,4,1,70800,0,34,20140302,562480,292,0.05,165330,7,6890,0.05,1130,0.5,1,4,8,4,8,6,8,8,8,33,12540,10,0,2890,29420,0,1541,82,507,79,11,6,3,16,43219,5,9,9,477,75,47,38,1,17,8,9,0,1,12,62,22,0,0,349,43148,2700,73,9,9,4300,2044,16100,78,8,9,22800,9675,8,79,0
1536679,0.01,0.93,1900,0.89,0.65,0.241,17,39,38,2,0,15450,0,24,20150208,118830,103,0.3,35010,8,2000,0.15,1630,0.5,1,13,26,13,26,1,0,3,3,857,6550,4,0,0,20270,0,1198,83,558,76,20,10,7,33,43214,13,23,29,475,78,30,22,3,20,9,11,3,8,20,22,23,1,14,359,43218,2200,75,11,12,4700,1663,13700,82,9,10,49200,14077,13,9,1
1704876,0.03,0.97,0,1.06,1,0.08,9,31,29,3,0,11650,0,13,20170124,12840,30,0.8,3580,9,670,1,450,0.55,1,0,31,0,31,0,0,1,1,0,390,2,0,390,2350,0,482,84,637,71,4,2,1,5,43184,0,3,4,602,76,6,6,0,5,4,1,0,0,3,13,3,0,0,354,43097,1900,76,1,1,1900,1900,3900,76,4,4,6000,3600,40,127,0
2224486,0.02,0.98,1400,1.65,0.71,0.13,11,26,30,1,1,12210,0,12,20161009,34650,41,0.45,4640,7,1810,0.65,1440,0.45,1,5,26,5,37,0,1,4,4,0,2500,1,0,0,6170,0,589,90,543,77,7,5,2,10,43204,0,3,6,585,79,7,6,0,3,0,3,0,0,0,6,3,0,0,359,43020,1900,79,3,3,2000,1733,0,0,0,0,0,0,23,204,0
956202,0.01,0.99,0,1.07,1,0.2,12,40,27,4,0,11950,0,9,20170621,67520,54,0.6,23100,5,290,1,1730,0.45,1,0,40,0,40,0,6,6,6,0,1100,2,0,0,6660,0,334,89,532,80,9,3,3,11,43204,5,7,11,496,75,21,18,3,11,5,6,0,2,7,25,14,0,1,343,43180,2900,73,6,6,4100,2216,5700,82,5,5,8400,5820,23,47,1
2203077,0.03,0.97,500,1.83,1,0.146,14,44,29,1,1,9830,0,10,20170420,36430,44,0.6,8500,6,110,0.4,910,0.6,1,14,19,14,19,0,2,2,9,86548,760,4,0,270,2830,0,396,82,638,76,5,3,2,6,43072,0,0,5,608,74,14,13,0,7,1,6,0,1,6,14,4,0,0,321,43167,2100,73,6,6,2300,1883,10800,78,1,1,10800,10800,155,60,0
1179120,0.01,0.96,9000,0.03,1,0.388,15,23,18,3,0,12330,0,18,20160926,157880,157,0.4,23490,8,3250,0.15,1170,0.5,1,5,23,5,23,0,1,1,1,106115,1700,2,0,10,14400,0,602,84,674,74,17,8,6,21,43204,5,11,16,663,74,54,52,0,16,5,11,2,6,22,54,4,2,0,335,43215,2200,72,11,12,5300,1936,4600,82,5,6,11400,4400,23,12,0
3278648,0.01,0.98,400,6.41,0.9,0.594,23,17,9,3,1,18460,0,35,20141227,625630,399,0.25,71620,5,9060,0.05,1450,0.45,1,8,8,8,8,2,1,7,7,525453,3770,6,0,830,41360,0,1241,82,554,70,6,2,2,6,43208,1,2,3,494,76,36,31,2,11,3,8,0,1,11,41,20,0,0,351,43139,1800,76,8,8,3000,1850,10500,77,3,3,12000,10400,19,88,0
531448,0.01,0.99,400,0.76,0.62,0.344,20,22,26,2,0,15630,0,21,20150520,259720,171,0.3,47560,8,1140,0.15,1670,0.4,1,13,22,13,22,1,0,2,3,0,2340,4,0,0,22860,0,1097,82,500,79,13,4,5,21,43205,8,10,15,473,76,30,26,1,16,9,7,1,2,14,39,9,1,3,360,43219,2600,77,7,9,4300,1828,9000,76,9,10,14400,6633,22,8,1
3670368,0.04,0.96,0,0.73,1,0.425,17,24,14,3,0,8510,0,13,20170214,199090,156,0.25,59580,9,1710,0.05,940,0.55,1,7,7,7,7,1,1,12,12,465427,2790,8,0,530,10270,0,461,82,539,68,4,1,3,5,43068,0,0,2,481,73,47,39,4,18,3,15,0,0,25,45,32,0,0,331,43108,1600,72,15,16,2500,1433,13400,79,3,3,15600,10800,159,119,0
709140,0,0.36,0,0.19,1,0.063,9,38,37,3,0,13670,0,16,20161113,36460,28,0.2,13430,10,250,0.4,1330,0.5,1,11,30,11,30,0,0,3,4,0,10000,2,0,0,0,0,554,90,606,70,5,3,2,9,43224,4,7,7,580,71,2,2,0,1,1,0,0,0,0,7,2,0,0,300,42987,0,0,0,0,0,0,3600,71,1,1,3600,3600,3,240,0
619299,0.02,0.98,0,0.76,0.91,0.461,16,21,11,3,0,1130,0,29,20150722,264110,297,0.6,30420,6,5520,0.2,1130,0.5,1,14,14,14,14,0,4,7,7,1209205,540,5,0,290,8630,0,1034,85,490,73,9,4,5,10,43226,4,6,10,467,76,43,26,6,9,4,5,2,9,22,29,43,0,3,353,43226,2600,75,5,5,3500,1920,10300,79,4,4,16800,9000,1,1,0
2531345,0.01,0.9,12700,0.92,0.73,0.611,17,15,22,2,1,19220,0,11,20161110,400290,167,1,66290,4,17530,1,1270,0.55,3,0,11,0,11,0,5,10,10,0,0,9,0,0,13100,0,557,95,523,79,12,8,3,19,43189,0,3,7,465,75,119,94,12,32,10,22,1,5,42,105,85,0,1,327,43204,2100,74,22,24,3000,1727,11000,79,10,10,19800,8920,38,23,1
487495,0.03,0.97,0,2.23,0.79,0.516,16,10,8,3,0,500,0,27,20150508,151820,246,0.2,30360,5,490,0.05,690,0.65,1,4,7,4,7,0,1,3,3,23,3610,4,0,2040,13550,0,1109,82,644,71,16,10,6,27,43226,9,18,22,622,72,40,36,0,12,5,7,2,2,15,42,9,2,0,326,43225,1500,69,7,8,3000,1514,5300,82,5,5,7200,4520,1,2,0
2518773,0.01,0.99,0,2.44,0.31,0.233,13,82,28,3,0,17400,0,15,20131118,73320,84,0.6,18100,6,1190,0.3,1220,0.5,1,12,18,12,18,0,0,15,24,0,380,4,0,340,25870,0,1645,83,528,77,21,13,6,36,43224,6,14,18,490,76,19,19,1,5,1,4,0,0,10,19,0,0,0,349,43129,1500,76,4,4,2700,1450,14400,78,1,1,14400,14400,3,98,0
3097073,0.01,0.99,2000,0.89,0.3,0.322,17,21,15,3,0,7210,0,16,20131008,138790,128,0.5,17720,7,1210,0.3,1190,0.5,1,5,19,5,19,0,0,3,3,0,1060,4,0,500,2470,0,1686,83,543,73,8,5,2,13,43216,2,4,8,508,71,51,51,1,16,4,12,0,1,15,51,2,0,0,335,43152,2300,70,12,13,3000,1858,7500,80,4,4,14400,7275,11,75,0
589426,0,0.59,0,64.57,1,0.363,20,15,15,3,0,28780,0,17,20161023,376560,175,0.1,87520,7,1220,0.05,2030,0.4,1,8,15,8,15,0,3,3,3,0,10140,4,0,10850,72680,0,575,82,596,75,21,10,6,33,43205,8,25,27,573,76,41,36,3,17,10,7,2,5,18,49,9,1,0,338,43206,2500,74,7,9,4800,2357,23700,77,10,11,45000,21060,22,21,0
1925718,0.02,0.98,3000,13.51,0.36,0.702,26,9,9,3,1,7030,0,20,20130817,317920,272,0.3,56370,6,12060,0.1,1260,0.55,3,3,6,7,8,0,4,4,5,172679,1930,4,0,0,22820,0,1738,82,542,75,16,9,4,22,43226,2,9,16,515,74,65,58,1,17,7,10,1,4,20,72,18,1,0,360,43222,2000,71,10,11,2900,1710,9000,80,7,9,16800,7514,1,5,0
518672,0.04,0.96,1300,1.01,1,0.502,18,15,14,2,1,24530,0,17,20161025,324350,207,0.35,44250,6,3140,0.05,700,0.65,1,7,7,8,8,0,1,10,10,42,1020,21,0,2040,22150,0,573,83,533,75,13,7,6,16,43214,1,4,8,472,73,43,35,4,19,6,13,0,1,17,50,32,0,0,340,43141,2200,72,13,13,3900,1607,5900,76,6,7,13200,4683,13,86,0
2795334,0.02,0.92,5000,1.22,0.45,0.427,19,20,18,3,1,830,0,38,20110210,246500,258,0.5,10840,7,1340,0.3,1100,0.45,1,6,20,6,20,0,0,4,4,0,1230,9,0,930,7730,0,2657,82,512,74,19,10,5,32,43226,15,18,28,471,77,56,37,4,25,13,12,3,5,15,83,41,4,8,348,43225,1900,76,12,13,3900,1691,7600,78,13,15,16800,5761,1,2,0
548450,0.06,0.91,1800,5.39,0.88,0.38,21,17,14,3,0,10970,0,23,20160104,225450,217,0.3,30170,6,2670,0.05,890,0.5,1,5,7,5,7,2,1,1,1,48,1980,4,0,3790,25160,0,868,83,680,73,8,5,3,10,43196,0,1,7,671,75,27,27,0,10,4,6,3,4,9,57,0,5,0,334,43226,2400,72,6,6,4800,2100,8900,79,4,4,10200,7350,31,1,0
1754457,0.01,0.89,1000,2.84,0.67,0.275,18,35,23,3,0,43060,0,41,20130226,385030,195,0.05,230700,8,16700,0.05,1460,0.45,1,5,22,5,22,4,2,4,4,34,12000,7,0,900,1740,0,1910,82,632,81,6,4,2,7,43224,1,5,7,618,77,11,11,0,4,3,1,0,1,3,28,0,0,0,324,43151,3100,72,1,1,3100,3100,52300,78,3,3,57600,35000,0,73,0
1036748,0.01,0.92,3400,0.32,0.98,0.633,23,9,6,2,1,5340,0,47,20140308,495830,422,0.2,64580,7,8620,0.05,1480,0.45,1,5,6,8,8,1,1,2,2,20,3090,5,0,3900,29580,0,1535,82,678,74,12,11,1,13,43226,3,7,9,672,76,43,41,1,17,8,9,1,6,22,59,2,1,0,341,43217,3000,75,9,9,4900,2388,11000,77,8,9,25200,11587,-2,7,0
2179817,0,0.85,0,0.02,0.97,0.527,27,25,9,1,0,7270,0,39,20141122,605620,401,0.3,27870,10,169130,0.1,2490,0.35,2,8,25,8,25,1,2,5,5,1072,4000,9,0,0,57720,0,1276,84,531,80,7,5,2,10,43226,3,9,9,468,75,26,24,1,6,0,6,0,0,4,25,8,0,0,356,43075,2000,75,6,7,3000,1566,0,0,0,0,0,0,-2,149,0
3269878,0.04,0.96,0,0.73,0.37,0.35,10,18,15,2,0,13500,0,10,20151215,101420,88,0.5,18500,3,6180,0.15,780,0.6,4,12,18,12,18,0,8,8,8,115,1110,5,0,0,0,0,888,82,520,78,6,1,4,8,43213,2,5,7,485,80,34,24,1,11,6,5,0,1,11,45,30,0,0,297,43164,2600,80,5,6,3000,1860,5300,80,6,7,13800,4533,11,60,0
3557325,0.01,0.99,0,1.43,1,0.209,12,43,37,1,0,12750,0,7,20170811,36250,44,0.85,11830,4,1140,1,1130,0.5,1,0,43,0,43,0,0,3,3,0,200,3,0,0,6140,0,283,86,613,78,18,9,4,21,43223,8,13,15,592,75,12,11,0,4,2,2,0,0,5,14,3,0,0,240,43072,1700,72,2,2,2000,1700,6400,79,2,3,7200,4800,4,155,1
1749541,0.02,0.87,3000,0.07,0.98,0.783,20,6,6,3,0,109360,0,44,20140620,1267280,467,0.05,279950,8,57440,0.05,770,0.6,1,3,6,3,6,4,2,10,10,10,10750,42,0,0,32490,0,1431,85,524,77,9,5,3,9,43215,2,3,7,481,75,67,55,7,25,8,17,0,0,30,70,33,0,1,354,43114,2800,73,17,17,5500,2494,10400,79,8,8,19200,8750,9,110,0
2738192,0.03,0.97,700,0.97,0.86,0.097,9,43,42,3,0,11320,0,25,20151016,39720,67,0.65,3560,7,820,1,830,0.6,3,0,30,0,32,0,0,5,5,0,1030,5,0,0,0,0,948,95,530,85,5,1,3,8,43208,2,2,4,491,77,18,16,1,5,2,3,0,0,3,18,7,0,0,311,43072,1800,76,3,3,2000,1733,9800,77,2,2,10800,6450,19,155,1
1549735,0,1,0,0.77,1,0.366,12,79,22,2,0,42880,0,13,20170206,6040,144,1,2040,10,28540,1,2010,0.4,4,0,79,0,21,0,0,1,1,0,0,1,0,0,0,0,469,82,531,76,11,8,2,18,43220,5,12,13,494,79,22,21,1,10,4,6,0,0,7,28,3,0,0,335,43081,3700,78,6,6,5000,2950,6400,81,4,4,10800,5350,7,146,1
2858359,0,1,0,1.05,0.62,0.286,18,50,32,3,0,8130,0,21,20150515,137690,115,0.55,18410,4,4480,0.2,1190,0.5,1,9,17,9,17,0,2,5,5,0,390,4,0,580,8280,0,1102,82,608,74,14,8,3,18,43204,2,8,12,580,74,54,48,1,17,7,10,1,3,17,50,15,1,0,360,43222,2300,72,10,11,3800,2260,6800,79,7,8,13200,6742,20,2,0
1681701,0.02,0.89,1000,0.53,0.93,0.458,18,16,16,2,0,25760,0,27,20151023,353460,224,0.3,70430,8,130,0.05,1190,0.5,1,12,16,12,16,3,0,2,2,35,2660,9,0,0,20540,0,941,82,549,76,15,6,3,28,43216,10,14,23,512,75,63,61,1,28,11,17,1,5,27,120,2,5,0,354,43204,2500,74,17,18,6400,2023,5400,76,11,12,13800,5509,11,23,0
2325649,0,1,0,2.74,0.58,0.28,14,17,16,2,0,5400,0,18,20150830,64040,93,0.45,14790,4,1190,0.4,910,0.6,1,15,17,15,17,0,0,3,3,0,1540,2,0,0,7930,0,995,91,533,85,3,0,1,4,42965,0,0,0,494,75,22,22,2,7,4,3,0,0,5,24,6,0,0,352,43084,2000,72,3,3,2400,1900,6200,82,4,4,7800,5250,259,140,0
1300200,0.01,0.99,500,1.04,1,0.236,21,23,23,3,1,12290,0,12,20170220,57200,79,1,6620,7,610,1,950,0.55,1,0,23,0,23,0,1,2,2,0,0,3,1,0,0,0,455,113,629,76,13,8,2,20,43225,8,11,15,625,69,17,14,0,6,2,4,1,1,7,21,5,0,1,350,43213,1800,68,4,5,2400,1450,2500,75,2,2,12000,6500,2,14,0
2725300,0.04,0.97,2000,1.63,0.86,0.236,14,30,23,2,1,10990,0,24,20151113,61640,106,0.45,12800,7,130,0.15,870,0.6,3,5,24,5,25,0,4,6,8,46,1330,5,0,730,12250,0,920,82,623,82,10,5,2,10,43210,1,2,3,592,80,10,8,0,7,3,4,0,0,5,8,3,0,0,303,43118,1200,80,4,4,1600,1150,7600,80,3,4,13200,6200,17,109,0
1950227,0.02,0.92,0,0.37,1,0.511,18,21,20,2,0,14090,0,14,20170115,221340,192,0.05,101870,6,6620,0.05,1130,0.5,1,3,10,5,10,2,1,3,3,3079,8000,4,0,3040,6900,0,491,82,640,77,10,5,2,14,43217,3,5,7,617,79,14,14,0,5,2,3,0,1,6,33,2,0,0,338,43164,2300,78,3,3,2800,1733,5900,81,2,2,6000,5400,7,60,0
3148084,0.01,0.99,0,4.35,0.91,0.311,18,24,17,2,0,31100,0,21,20160410,156430,127,0.6,6920,7,60,0.4,1270,0.5,3,8,24,8,24,1,4,6,6,0,670,4,0,0,16580,0,771,85,543,77,7,5,2,10,43204,0,3,6,494,76,19,18,0,7,3,3,0,0,4,34,0,0,0,360,43223,2100,74,3,3,2300,0,0,78,3,3,20400,0,23,4,1
534347,0,0.73,200,0.53,1,0.588,19,17,8,3,1,41180,0,19,20160802,571760,254,0.2,61660,8,8920,0.05,1880,0.4,3,8,17,8,17,2,2,5,10,157341,2800,7,0,1250,44640,0,657,84,543,74,20,7,6,23,43218,12,19,20,507,77,39,38,3,12,1,11,1,3,11,43,3,1,0,360,43203,1800,77,11,12,7000,2472,4800,75,1,1,4800,4800,9,24,0
931339,0.03,0.97,1100,1.6,0.74,0.488,22,15,11,4,0,12910,0,52,20120518,215860,394,0.5,43670,8,4260,0.2,960,0.4,1,7,15,7,15,0,0,4,4,0,700,6,0,700,19390,0,2194,82,656,78,19,10,4,26,43224,10,13,18,634,74,54,50,0,24,12,12,2,6,30,82,13,5,0,352,43220,1400,71,12,12,2300,1408,8700,78,12,13,19200,5825,0,4,0
2319591,0.01,0.95,3600,0.83,0.7,0.538,19,38,35,3,0,228630,0,19,20151224,494500,214,0.3,97500,7,32730,0.1,1290,0.5,1,9,10,9,10,2,2,12,12,1265045,1630,12,0,2330,33440,0,879,82,535,75,16,8,8,23,43226,1,2,10,493,74,103,81,10,33,13,20,0,0,42,103,63,0,0,359,43129,2000,73,20,20,3200,1775,20800,78,13,15,39000,14900,-2,95,0
2049978,0,1,200,0.41,1,0.384,16,26,19,2,0,7980,0,11,20170404,150480,127,0.9,18210,7,8120,1,1900,0.4,1,0,26,0,26,0,1,5,5,0,180,2,0,180,11410,0,412,89,551,76,21,11,6,31,43204,8,17,26,501,73,58,53,10,14,2,12,1,2,22,55,43,1,1,360,43205,2500,72,12,14,4400,2133,5300,75,2,2,8400,5100,20,19,0
1738866,0.02,0.98,0,0.67,0.67,0.452,16,12,10,3,0,12000,0,32,20140320,166950,208,0.4,27160,7,2990,0.1,810,0.6,1,6,7,6,9,0,3,4,4,3013,1110,5,0,480,6050,0,1523,83,539,75,14,8,5,16,43216,6,9,10,487,76,45,41,3,16,8,8,0,2,18,58,14,0,0,352,43157,2100,70,8,8,3000,1450,12600,80,8,9,19200,8350,11,70,0
40110,0,1,2800,1.17,0.39,0.236,15,27,26,3,0,14420,0,27,20120630,134850,126,0.65,13720,7,1950,0.4,980,0.55,3,8,19,8,19,0,1,2,2,1157791,320,5,0,0,310,0,2151,84,542,82,5,4,1,7,43221,1,1,5,518,80,17,15,1,6,5,1,0,3,9,37,13,1,0,332,43179,1800,81,1,1,1800,1800,32800,79,5,6,90600,24840,6,48,0
1616684,0.04,0.96,5500,1.17,0.68,0.433,22,14,9,3,1,4700,0,25,20150216,117720,193,0.25,29320,6,7050,0.1,830,0.6,3,14,14,14,14,2,5,5,5,1203246,4440,4,0,450,7530,0,1190,83,529,79,24,11,10,36,43226,3,6,20,489,68,17,14,1,5,1,4,0,0,7,16,9,0,0,346,43106,1400,67,4,4,1700,1175,4200,75,1,1,4200,4200,1,121,0
465476,0.02,0.85,20000,0.56,0.88,0.352,18,32,18,2,1,1730,0,30,20150514,175840,234,1,10890,7,1540,1,800,0.6,1,0,8,0,8,0,6,6,6,0,0,5,0,0,1300,0,1103,84,516,71,6,5,1,8,43154,0,2,6,476,76,19,11,4,11,4,7,0,4,13,17,18,0,0,332,43160,1200,74,7,7,4100,1385,3400,77,4,5,4200,2800,73,67,1
1763118,0.02,0.98,700,2.97,0.59,0.236,18,31,31,3,0,4260,0,17,20151009,89890,95,0.95,1200,8,470,1,990,0.55,3,0,31,0,47,0,1,2,2,0,110,10,0,0,5300,0,955,100,629,74,11,8,3,11,43161,0,4,5,601,76,25,25,0,10,2,8,0,0,1,31,0,0,0,340,43094,1900,75,8,8,2300,1637,27200,80,2,2,38400,20700,66,133,0
3725111,0.01,0.99,0,0.9,0.34,0.223,14,45,41,3,0,10470,0,14,20141020,48180,76,1,12080,7,7810,1,1150,0.5,1,0,23,0,23,0,4,6,6,0,0,3,0,0,8850,0,1309,96,537,72,23,12,6,31,43220,16,24,25,493,75,21,20,2,13,4,9,0,1,12,24,5,1,0,241,43149,1800,74,9,10,3400,1400,8800,76,4,4,22800,10950,7,78,0
74398,0.02,0.98,1500,0.87,1,0.28,16,34,33,3,0,15830,0,12,20170305,103460,101,0.4,13470,7,480,0.2,850,0.6,1,18,29,18,31,1,0,1,1,19370,2720,5,0,0,7290,0,442,83,548,77,10,5,3,11,43203,3,5,7,509,77,25,24,3,7,2,5,4,4,11,39,5,5,0,360,43221,2000,74,5,7,3000,1420,9400,81,2,3,19200,10500,21,3,0
1333747,0.02,0.98,500,0.27,1,0.405,19,26,16,2,0,14170,0,17,20161027,170290,158,0.15,49340,5,980,0.05,1110,0.5,1,10,17,10,17,5,2,5,5,120,9000,7,0,0,1500,0,571,86,544,80,13,6,4,19,43225,5,6,11,506,74,80,67,9,30,10,20,2,5,33,87,32,4,0,350,43210,1800,73,20,22,5000,1730,8900,76,10,11,21600,8210,2,17,0
288979,0,1,1000,0.74,1,0.269,15,23,23,3,1,11010,0,18,20160905,101820,135,0.6,17670,7,2220,0.4,920,0.55,1,10,23,10,23,0,1,3,3,0,690,3,0,500,14240,0,623,95,546,77,9,5,4,11,43192,0,6,10,504,76,21,18,3,6,5,1,0,1,6,31,5,1,0,306,43185,2400,72,1,1,2400,2400,11000,78,5,5,13200,7680,32,39,0
1941378,0.01,0.99,300,0.7,0.5,0.369,17,32,25,4,0,7640,0,37,20120127,173050,212,0.4,29090,6,1170,0.4,1110,0.5,1,8,32,8,32,0,1,5,5,0,3730,7,0,560,4760,0,2306,85,531,75,9,7,2,12,43225,4,10,11,494,78,33,25,5,12,5,7,0,0,6,30,17,0,0,359,43116,1900,78,7,8,2300,1800,15100,79,5,5,24000,9660,-1,108,0
2744515,0.01,0.99,1900,1.07,0.79,0.108,13,35,31,2,1,9210,0,22,20151108,39400,53,1,7160,6,3080,1,1250,0.5,1,0,23,0,23,0,5,6,12,0,0,3,0,0,0,0,925,96,543,77,7,5,2,10,43204,0,3,6,494,76,19,18,0,7,3,3,0,0,4,34,0,0,0,360,43223,2100,74,3,3,2300,0,0,78,3,3,20400,0,23,4,0
366310,0.01,0.99,2000,1.17,0.8,0.497,19,20,13,3,0,8270,0,24,20150924,246880,270,0.45,40150,8,2100,0.15,1020,0.45,1,20,20,20,20,0,3,7,7,0,1310,5,0,790,20510,0,970,82,516,70,23,9,9,36,43219,17,27,33,494,74,82,68,2,20,9,11,9,14,33,107,44,7,8,351,43224,1800,71,11,11,3500,1481,13500,78,9,11,20400,6588,8,3,1
2388272,0.03,0.97,3000,0.6,0.91,0.173,14,66,65,4,1,14510,0,10,20170303,46310,52,1,8230,6,1450,1,1400,0.45,1,0,24,0,40,0,1,3,4,0,0,3,0,0,7580,0,444,121,536,83,11,4,2,15,43219,2,3,6,458,73,19,17,2,8,0,8,0,1,9,17,6,0,1,351,43148,1900,73,8,9,2700,1487,0,0,0,0,0,0,5,76,1
2911577,0.05,0.95,3600,7.16,1,0.145,8,35,19,1,1,12550,0,8,20170408,16630,35,1,0,6,310,1,970,0.55,1,0,23,0,23,0,0,4,4,0,0,3,0,0,3530,0,408,181,658,79,14,4,7,21,43205,6,10,18,636,75,14,8,0,7,3,4,0,1,7,9,6,0,0,353,43169,1700,73,4,4,2300,1675,6100,80,3,3,14400,6233,19,55,0
3065557,0.01,0.47,6000,0.46,1,0.304,14,17,11,2,0,6770,0,7,20170815,100770,64,0.25,53000,4,15500,0.2,1860,0.4,3,9,17,9,17,0,0,2,2,247490,5060,3,0,0,11660,0,279,88,641,77,11,6,2,14,43210,4,8,11,613,75,20,19,0,9,3,6,0,1,6,28,3,0,0,356,43180,2100,71,6,6,3400,2166,18300,79,3,3,21600,13200,17,47,0
2676114,0.03,0.89,3000,0.85,0.52,0.563,21,21,14,4,1,41680,0,33,20121104,234020,338,0.25,53920,7,20960,0.05,1010,0.55,3,5,21,5,21,1,2,2,2,18,3720,6,0,580,28490,0,2024,82,618,74,6,5,1,8,43205,4,7,8,593,77,12,12,0,6,4,2,0,1,5,21,1,0,0,357,43147,2800,74,2,2,3700,2100,22600,78,4,4,44400,23100,19,77,0
2645377,0.04,0.81,3300,1.18,1,0.363,21,16,11,1,1,12160,0,11,20170426,132380,120,0.45,23570,6,2600,0.05,950,0.6,1,16,16,4,20,2,1,2,3,42,1830,18,0,2270,21670,0,390,86,630,77,14,6,7,19,43182,0,2,4,612,73,17,17,0,8,4,4,0,0,2,21,3,0,0,292,43067,2300,69,4,4,3000,1875,8000,78,4,4,13800,7950,45,160,0
204405,0.01,0.99,1200,1,0.92,0.215,13,27,65,1,0,7350,0,24,20151004,111470,164,1,3250,5,920,1,1040,0.5,1,0,27,0,27,0,0,2,2,0,0,3,0,0,930,0,960,109,549,78,19,13,4,32,43183,0,7,19,506,77,24,22,2,11,3,8,0,3,10,26,5,1,0,348,43187,2000,76,8,9,2900,1587,8400,82,3,3,9600,8700,44,40,0
3220377,0.02,0.98,300,0.61,0.89,0.221,17,60,59,3,0,13380,0,34,20150124,94490,136,0.3,25070,6,3320,0.1,1000,0.55,1,12,14,12,14,2,1,2,4,12072,2930,6,0,1210,14090,0,1213,82,542,71,2,1,1,2,43179,0,1,1,490,81,16,15,1,9,3,6,0,1,8,19,6,1,0,290,43150,1600,82,6,8,2000,1433,5400,80,3,4,5400,5400,48,77,0
273259,0.02,0.98,0,1.43,0.84,0.383,16,23,23,3,0,17460,0,26,20150815,182440,180,0.3,28150,7,1640,0.05,900,0.6,1,5,20,5,20,0,1,2,3,56,2020,8,0,480,7800,0,1010,83,653,78,18,8,6,23,43217,8,17,19,636,76,53,47,0,17,5,12,3,7,24,72,28,4,0,354,43226,2100,75,12,13,4300,1800,5300,80,5,6,13200,7320,7,-2,0
